time,mV
0.0014787,-0.003670678
0.0014800,0.000479789
0.0014813,-0.005160763
0.0014827,-0.002504565
0.0014840,0.006442667
0.0014853,0.006558987
0.0014867,0.010625915
0.0014880,0.012925017
0.0014893,0.016817306
0.0014907,0.013526154
0.0014920,0.00864008
0.0014933,0.005408639
0.0014947,0.002675933
0.0014960,0.000290372
0.0014973,-0.002721042
0.0014987,-0.003606963
0.0015000,-0.004618819
0.0015013,-0.008360914
0.0015027,-0.008658459
0.0015040,-0.013998724
0.0015053,-0.016506987
0.0015067,-0.015052683
0.0015080,-0.016683501
0.0015093,-0.020242068
0.0015107,-0.016550053
0.0015120,-0.013837006
0.0015133,-0.012534189
0.0015147,-0.010481387
0.0015160,-0.010307379
0.0015173,-0.009509358
0.0015187,-0.004786988
0.0015200,-0.006866203
0.0015213,-0.006450607
0.0015227,-0.003623632
0.0015240,-0.002853212
0.0015253,-0.001963969
0.0015267,-0.002248646
0.0015280,-0.001753179
0.0015293,0.003512391
0.0015307,0.001855329
0.0015320,0.003138442
0.0015333,0.00665767
0.0015347,0.004820264
0.0015360,0.006276032
0.0015373,0.004079464
0.0015387,0.005336301
0.0015400,-0.001571444
0.0015413,-0.004808205
0.0015427,-0.003284814
0.0015440,-0.005757263
0.0015453,-0.005516376
0.0015467,-0.012641407
0.0015480,-0.015774411
0.0015493,-0.0134433
0.0015507,-0.010100703
0.0015520,-0.009384168
0.0015533,-0.008790336
0.0015547,-0.012183384
0.0015560,-0.016304844
0.0015573,-0.014103082
0.0015587,-0.010242269
0.0015600,-0.006234421
0.0015613,-0.004175481
0.0015627,-0.00113109
0.0015640,-0.002267737
0.0015653,-0.001543341
0.0015667,0.004525337
0.0015680,0.004808825
0.0015693,-0.000579094
0.0015707,0.002024802
0.0015720,0.002536418
0.0015733,-0.003429174
0.0015747,-0.002668806
0.0015760,-7.41E-05
0.0015773,-0.00056126
0.0015787,-0.005592975
0.0015800,-0.00517415
0.0015813,-0.001705739
0.0015827,-0.000593331
0.0015840,-0.002465613
0.0015853,-0.004979659
0.0015867,-0.007604508
0.0015880,-0.01006792
0.0015893,-0.008472208
0.0015907,-0.008204308
0.0015920,-0.004962398
0.0015933,-0.005387232
0.0015947,-0.002071972
0.0015960,-0.003937597
0.0015973,-0.00319847
0.0015987,-0.000790233
0.0016000,0.000870424
0.0016013,0.004282041
0.0016027,0.000645471
0.0016040,-0.000615258
0.0016053,-0.004710641
0.0016067,-0.005098247
0.0016080,-0.004364377
0.0016093,-0.005589717
0.0016107,-0.00534331
0.0016120,-0.005181058
0.0016133,-0.004912238
0.0016147,-0.009406041
0.0016160,-0.007105225
0.0016173,-0.00593651
0.0016187,-0.00615337
0.0016200,-0.008100676
0.0016213,-0.004556217
0.0016227,-0.003602597
0.0016240,-0.006619477
0.0016253,-0.004852911
0.0016267,-0.007999445
0.0016280,-0.011478427
0.0016293,-0.008325614
0.0016307,-0.007432946
0.0016320,-0.006279468
0.0016333,-0.005656488
0.0016347,-0.005049807
0.0016360,-0.007942987
0.0016373,-0.004154797
0.0016387,-0.001452235
0.0016400,-0.002600228
0.0016413,-0.004374684
0.0016427,-0.003075862
0.0016440,-0.00469539
0.0016453,-0.006661564
0.0016467,-0.007060712
0.0016480,-0.006816038
0.0016493,-0.005155317
0.0016507,-0.004853705
0.0016520,-0.00229053
0.0016533,-0.002989844
0.0016547,-0.005536239
0.0016560,-0.006682677
0.0016573,-0.006300474
0.0016587,-0.009138582
0.0016600,-0.007083489
0.0016613,-0.002418685
0.0016627,-0.002454665
0.0016640,-0.00523469
0.0016653,-0.005121822
0.0016667,-0.002594078
0.0016680,-0.007019725
0.0016693,-0.007375215
0.0016707,-0.007695906
0.0016720,-0.009330211
0.0016733,-0.007779571
0.0016747,-0.005547023
0.0016760,-0.002232914
0.0016773,-0.002236588
0.0016787,0.001531399
0.0016800,0.002313978
0.0016813,0.001797159
0.0016827,0.002635857
0.0016840,-0.002532305
0.0016853,-0.006406338
0.0016867,-0.004726464
0.0016880,-0.00418692
0.0016893,-0.005988565
0.0016907,-0.002226613
0.0016920,0.000414223
0.0016933,-0.002205605
0.0016947,-0.005813477
0.0016960,-0.001448737
0.0016973,0.000161383
0.0016987,-0.005846359
0.0017000,-0.004739712
0.0017013,-0.004060137
0.0017027,-0.004543166
0.0017040,-0.001129713
0.0017053,-0.003328492
0.0017067,-0.012124759
0.0017080,-0.012677236
0.0017093,-0.007091925
0.0017107,-0.005954771
0.0017120,-0.002689114
0.0017133,-0.001017223
0.0017147,-0.000436145
0.0017160,0.000343446
0.0017173,-0.000120473
0.0017187,-0.00106673
0.0017200,-0.00274471
0.0017213,-0.002655865
0.0017227,-0.003501323
0.0017240,-0.005959035
0.0017253,-0.006937652
0.0017267,-0.008191757
0.0017280,-0.005823663
0.0017293,-0.005215958
0.0017307,0.001270385
0.0017320,0.001672897
0.0017333,-0.002113448
0.0017347,-0.002066599
0.0017360,-0.00356945
0.0017373,-0.002265823
0.0017387,-0.005744544
0.0017400,-0.007193608
0.0017413,-0.006277505
0.0017427,-0.008956398
0.0017440,-0.009742927
0.0017453,-0.014382096
0.0017467,-0.013378399
0.0017480,-0.011443518
0.0017493,-0.008676954
0.0017507,-0.005930089
0.0017520,-0.007772841
0.0017533,-0.006451317
0.0017547,-0.002487684
0.0017560,-0.003299447
0.0017573,0.000466801
0.0017587,-0.000879886
0.0017600,-0.003502104
0.0017613,-0.006401285
0.0017627,-0.002347504
0.0017640,0.001579663
0.0017653,-0.003931202
0.0017667,-0.004247378
0.0017680,-0.006580189
0.0017693,-0.002145268
0.0017707,0.002852783
0.0017720,0.004359828
0.0017733,0.00182755
0.0017747,-0.00344973
0.0017760,-0.004552198
0.0017773,-0.002686488
0.0017787,-0.004819365
0.0017800,-0.006244877
0.0017813,-0.004118429
0.0017827,-0.004850992
0.0017840,-0.009084696
0.0017853,-0.009825498
0.0017867,-0.005551176
0.0017880,-0.005316853
0.0017893,-0.006584135
0.0017907,-0.006042393
0.0017920,-0.002796193
0.0017933,0.000155541
0.0017947,-0.000635959
0.0017960,-0.001467162
0.0017973,-0.005534883
0.0017987,-0.005701317
0.0018000,-0.003410307
0.0018013,-0.002353023
0.0018027,-0.006826543
0.0018040,-0.006513018
0.0018053,-0.000785883
0.0018067,-0.000522455
0.0018080,-0.003963787
0.0018093,-0.003085644
0.0018107,-0.001854594
0.0018120,0.001296214
0.0018133,0.001156866
0.0018147,-0.001212672
0.0018160,-0.004881683
0.0018173,-0.009078983
0.0018187,-0.007960085
0.0018200,-0.006103082
0.0018213,-0.007894
0.0018227,-0.009940736
0.0018240,-0.009178683
0.0018253,-0.004552164
0.0018267,-0.002158204
0.0018280,-0.003874182
0.0018293,-0.005269914
0.0018307,-0.006858446
0.0018320,-0.007971987
0.0018333,-0.007558606
0.0018347,-0.003537385
0.0018360,0.002851573
0.0018373,0.001035543
0.0018387,0.000318664
0.0018400,0.000137289
0.0018413,-0.003482421
0.0018427,0.000374765
0.0018440,0.003475874
0.0018453,-0.000556809
0.0018467,-0.001999394
0.0018480,-0.005100199
0.0018493,-0.006562475
0.0018507,-0.006420457
0.0018520,-0.004551937
0.0018533,-0.003477065
0.0018547,-0.009026797
0.0018560,-0.007580546
0.0018573,-0.008144615
0.0018587,-0.009986303
0.0018600,-0.009063588
0.0018613,-0.006207898
0.0018627,-0.004801014
0.0018640,-0.003963459
0.0018653,-0.002304418
0.0018667,-0.004704269
0.0018680,-0.003138732
0.0018693,0.002493026
0.0018707,3.59E-05
0.0018720,-0.002106568
0.0018733,-0.004032318
0.0018747,-0.009308485
0.0018760,-0.008174622
0.0018773,-0.00239618
0.0018787,-0.002916599
0.0018800,-0.001080795
0.0018813,-0.003521049
0.0018827,-0.005643959
0.0018840,-0.010410881
0.0018853,-0.010110994
0.0018867,-0.005113187
0.0018880,-0.005632858
0.0018893,-0.004211106
0.0018907,-0.008886073
0.0018920,-0.006063213
0.0018933,-0.0007751
0.0018947,-0.003934864
0.0018960,-0.003871397
0.0018973,-0.002905718
0.0018987,-0.002933313
0.0019000,-0.005067301
0.0019013,-0.004299065
0.0019027,-0.003361568
0.0019040,-0.005631924
0.0019053,-0.007156736
0.0019067,-0.007435952
0.0019080,-0.008466721
0.0019093,-0.008755551
0.0019107,-0.007781364
0.0019120,-0.005268733
0.0019133,-0.003283977
0.0019147,-0.006381377
0.0019160,-0.006714554
0.0019173,-0.006945855
0.0019187,-0.005022033
0.0019200,-0.005156486
0.0019213,-0.000106555
0.0019227,-0.000931173
0.0019240,-0.002555259
0.0019253,-0.004096528
0.0019267,-0.010573711
0.0019280,-0.007154661
0.0019293,-0.004421396
0.0019307,0.000863281
0.0019320,0.003410693
0.0019333,0.000447694
0.0019347,-0.001123525
0.0019360,-0.001921866
0.0019373,-0.002235301
0.0019387,-0.005545644
0.0019400,-0.003279105
0.0019413,-0.006536773
0.0019427,-0.009546794
0.0019440,-0.002793019
0.0019453,-0.003974595
0.0019467,2.89E-05
0.0019480,-0.009959052
0.0019493,-0.004643759
0.0019507,-0.021580343
0.0019520,0.006568115
0.0019533,-0.025707451
0.0019547,0.03308398
0.0019560,-0.221425991
0.0019573,-1.080940076
0.0019587,-1.191704598
0.0019600,-1.146119152
0.0019613,-1.195256048
0.0019627,-1.130611974
0.0019640,-1.234818322
0.0019653,-0.716128396
0.0019667,0.933461302
0.0019680,1.204035605
0.0019693,1.153602729
0.0019707,1.182391445
0.0019720,1.161314462
0.0019733,1.177032524
0.0019747,1.164915275
0.0019760,1.173709027
0.0019773,1.167468749
0.0019787,1.171496738
0.0019800,1.168953119
0.0019813,1.170757348
0.0019827,1.169915569
0.0019840,1.171498355
0.0019853,1.159416483
0.0019867,1.020255713
0.0019880,0.871540583
0.0019893,0.74921887
0.0019907,0.638294051
0.0019920,0.547210598
0.0019933,0.464378473
0.0019947,0.399411076
0.0019960,0.340597395
0.0019973,0.284863656
0.0019987,0.237948401
0.0020000,0.19498817
0.0020013,0.16285322
0.0020027,0.132267552
0.0020040,0.103622251
0.0020053,0.079064838
0.0020067,0.056368535
0.0020080,0.038259282
0.0020093,0.023936014
0.0020107,0.011188925
0.0020120,0.003180023
0.0020133,-0.001246749
0.0020147,-0.0104994
0.0020160,-0.014554413
0.0020173,-0.013506359
0.0020187,-0.009639613
0.0020200,-0.008522719
0.0020213,-0.008968728
0.0020227,-0.006617906
0.0020240,0.002829275
0.0020253,0.007881692
0.0020267,0.013103267
0.0020280,0.016763174
0.0020293,0.013343138
0.0020307,0.020664821
0.0020320,0.020368085
0.0020333,0.022113308
0.0020347,0.020520554
0.0020360,0.022573014
0.0020373,0.021285072
0.0020387,0.014272325
0.0020400,0.012201923
0.0020413,0.010310889
0.0020427,0.005263142
0.0020440,6.85E-05
0.0020453,-0.001482183
0.0020467,-0.009712092
0.0020480,-0.006765104
0.0020493,-0.010235724
0.0020507,-0.008512159
0.0020520,-0.008283475
0.0020533,-0.01051463
0.0020547,-0.010194262
0.0020560,-0.007010604
0.0020573,-0.00111369
0.0020587,-0.004100951
0.0020600,-0.005288403
0.0020613,-0.006070019
0.0020627,-0.008123915
0.0020640,-0.011737594
0.0020653,-0.005449389
0.0020667,-0.004446214
0.0020680,-0.001884051
0.0020693,-0.003407478
0.0020707,-0.006001861
0.0020720,-0.004168304
0.0020733,-0.001946646
0.0020747,-0.002790716
0.0020760,-0.008107851
0.0020773,-0.007980298
0.0020787,-0.007723938
0.0020800,-0.004162798
0.0020813,-0.000538141
0.0020827,0.000183396
0.0020840,-0.005842389
0.0020853,-0.011233808
0.0020867,-0.00683346
0.0020880,-0.005763343
0.0020893,-0.002205714
0.0020907,-0.002091553
0.0020920,-0.006209679
0.0020933,-0.008945193
0.0020947,-0.012334589
0.0020960,-0.014679355
0.0020973,-0.006080665
0.0020987,0.001710174
0.0021000,0.003190228
0.0021013,0.00056766
0.0021027,0.000259871
0.0021040,-0.000562614
0.0021053,-0.005042659
0.0021067,-0.005929
0.0021080,-0.006268444
0.0021093,-0.006926263
0.0021107,-0.005288294
0.0021120,-0.00959723
0.0021133,-0.014125162
0.0021147,-0.006786358
0.0021160,-0.006126819
0.0021173,-0.00614847
0.0021187,-0.006798799
0.0021200,-0.010036361
0.0021213,-0.009074343
0.0021227,-0.003529164
0.0021240,-0.006066039
0.0021253,-0.006563277
0.0021267,-0.005884774
0.0021280,-0.00577995
0.0021293,-0.003975924
0.0021307,-0.002557306
0.0021320,-0.003969202
0.0021333,-0.005087134
0.0021347,-0.002644145
0.0021360,-0.007222857
0.0021373,-0.012317481
0.0021387,-0.010657725
0.0021400,-0.01204924
0.0021413,-0.006577161
0.0021427,-0.005650631
0.0021440,-0.010692181
0.0021453,-0.011227934
0.0021467,-0.01128192
0.0021480,-0.008311429
0.0021493,-0.00907402
0.0021507,-0.010654038
0.0021520,-0.009212803
0.0021533,-0.009527221
0.0021547,-0.008005338
0.0021560,-0.001878579
0.0021573,-0.001368529
0.0021587,0.004265282
0.0021600,0.002033098
0.0021613,-0.002793894
0.0021627,-0.002227566
0.0021640,-0.004505431
0.0021653,-0.003898635
0.0021667,-0.006232628
0.0021680,-0.008268008
0.0021693,-0.009161365
0.0021707,-0.006215714
0.0021720,-0.005032532
0.0021733,-0.004471408
0.0021747,-0.006787726
0.0021760,-0.006307854
0.0021773,-0.004781304
0.0021787,-0.008567897
0.0021800,-0.005103094
0.0021813,-0.004252452
0.0021827,-0.005287711
0.0021840,-0.003564672
0.0021853,-0.008202685
0.0021867,-0.007903846
0.0021880,-0.003982348
0.0021893,-0.003684543
0.0021907,-0.005105473
0.0021920,-0.006483755
0.0021933,-0.005535243
0.0021947,-0.005062668
0.0021960,-0.004520985
0.0021973,-0.003706102
0.0021987,-0.005264942
0.0022000,-0.006067755
0.0022013,-0.008949788
0.0022027,-0.007669283
0.0022040,-0.001570824
0.0022053,-0.000100063
0.0022067,-0.000281256
0.0022080,-0.002748232
0.0022093,-0.006209932
0.0022107,-0.005640232
0.0022120,-0.00336962
0.0022133,0.000851364
0.0022147,0.001080208
0.0022160,0.000218035
0.0022173,-0.002234418
0.0022187,-0.00693904
0.0022200,-0.010590984
0.0022213,-0.011091266
0.0022227,-0.010668078
0.0022240,-0.007852363
0.0022253,-0.002136111
0.0022267,-0.002833986
0.0022280,-0.000400729
0.0022293,-0.003031014
0.0022307,-0.003146679
0.0022320,-0.005526422
0.0022333,-0.010139823
0.0022347,-0.009210368
0.0022360,-0.004614172
0.0022373,-0.00255833
0.0022387,-0.004240357
0.0022400,-0.001201461
0.0022413,-0.002274003
0.0022427,-0.001845883
0.0022440,-0.0049947
0.0022453,-0.009734121
0.0022467,-0.013544329
0.0022480,-0.009091592
0.0022493,-0.007138152
0.0022507,-0.00322186
0.0022520,-0.004717661
0.0022533,-0.003141266
0.0022547,-0.005019093
0.0022560,-0.004388548
0.0022573,-0.000839192
0.0022587,0.00047176
0.0022600,-0.000299748
0.0022613,-0.001514386
0.0022627,-0.001872243
0.0022640,-0.00441367
0.0022653,-0.004001297
0.0022667,-0.002305342
0.0022680,-0.003230495
0.0022693,-0.004074108
0.0022707,-0.004820467
0.0022720,-0.005676377
0.0022733,-0.010556798
0.0022747,-0.010962309
0.0022760,-0.013466165
0.0022773,-0.014032384
0.0022787,-0.010012601
0.0022800,-0.011408996
0.0022813,-0.012840936
0.0022827,-0.012089222
0.0022840,-0.010133411
0.0022853,-0.008580767
0.0022867,-0.002176525
0.0022880,-0.004471839
0.0022893,-0.007941725
0.0022907,-0.007683551
0.0022920,-0.007580406
0.0022933,-0.003219301
0.0022947,-0.00397761
0.0022960,-0.007559175
0.0022973,-0.005729716
0.0022987,-0.005013814
0.0023000,-0.006619893
0.0023013,-0.004586573
0.0023027,-0.002267996
0.0023040,-0.003202515
0.0023053,0.00367223
0.0023067,0.000103055
0.0023080,-0.002328898
0.0023093,0.001787109
0.0023107,-0.001264885
0.0023120,-0.002945247
0.0023133,-0.003293324
0.0023147,-0.007505682
0.0023160,-0.007646857
0.0023173,-0.006645002
0.0023187,-0.006727428
0.0023200,-0.009559111
0.0023213,-0.009549753
0.0023227,-0.005344249
0.0023240,-0.005639317
0.0023253,-0.001355443
0.0023267,-0.004899542
0.0023280,-0.004620683
0.0023293,-0.001107707
0.0023307,-0.004138229
0.0023320,-0.001395518
0.0023333,-0.00406916
0.0023347,-0.00539058
0.0023360,-0.005432745
0.0023373,-0.006160449
0.0023387,-0.008904564
0.0023400,-0.008645461
0.0023413,-0.005949156
0.0023427,-0.0057089
0.0023440,-0.009073129
0.0023453,-0.004669869
0.0023467,-0.004462044
0.0023480,-0.002015816
0.0023493,-0.001225497
0.0023507,-0.00354447
0.0023520,-0.003093765
0.0023533,-0.007411618
0.0023547,-0.007593482
0.0023560,-0.006760048
0.0023573,0.000909097
0.0023587,0.003362785
0.0023600,0.0007885
0.0023613,0.000129548
0.0023627,-0.003659365
0.0023640,-0.001503394
0.0023653,-0.000467454
0.0023667,-0.004691317
0.0023680,-0.005520366
0.0023693,-0.00053924
0.0023707,0.001828909
0.0023720,-0.000612685
0.0023733,-0.008038701
0.0023747,-0.004565872
0.0023760,-0.009207176
0.0023773,-0.012496176
0.0023787,-0.004984565
0.0023800,-0.010745159
0.0023813,-0.010813286
0.0023827,-0.011443332
0.0023840,-0.01058278
0.0023853,-0.008316629
0.0023867,-0.00820012
0.0023880,-0.006033369
0.0023893,-0.004587198
0.0023907,-0.002419993
0.0023920,-0.00222739
0.0023933,-0.001388611
0.0023947,-0.001196097
0.0023960,-0.001207539
0.0023973,0.004649427
0.0023987,0.003502362
0.0024000,0.001480652
0.0024013,0.001668266
0.0024027,0.001291111
0.0024040,-0.001422649
0.0024053,-0.003889095
0.0024067,0.000591207
0.0024080,0.002108721
0.0024093,-3.72E-06
0.0024107,-0.000712424
0.0024120,-6.09E-05
0.0024133,0.000155208
0.0024147,-0.001806908
0.0024160,-0.011364907
0.0024173,-0.015132021
0.0024187,-0.013030173
0.0024200,-0.015142899
0.0024213,-0.018151655
0.0024227,-0.018916876
0.0024240,-0.021006217
0.0024253,-0.01790237
0.0024267,-0.01679224
0.0024280,-0.013365119
0.0024293,-0.011045064
0.0024307,-0.013543036
0.0024320,-0.009259107
0.0024333,-0.0063548
0.0024347,-0.002441739
0.0024360,0.004404494
0.0024373,0.008571776
0.0024387,0.011011001
0.0024400,0.012892095
0.0024413,0.011826096
0.0024427,0.011702913
0.0024440,0.016263458
0.0024453,0.018622127
0.0024467,0.01363859
0.0024480,0.011897066
0.0024493,0.014027972
0.0024507,0.009825225
0.0024520,0.005662192
0.0024533,0.007022679
0.0024547,0.001058149
0.0024560,-0.01077646
0.0024573,-0.013387684
0.0024587,-0.013516139
0.0024600,-0.019397322
0.0024613,-0.024788389
0.0024627,-0.022634818
0.0024640,-0.026571089
0.0024653,-0.031958888
0.0024667,-0.028672146
0.0024680,-0.02987171
0.0024693,-0.026644411
0.0024707,-0.02402499
0.0024720,-0.024205747
0.0024733,-0.019030584
0.0024747,-0.017368097
0.0024760,-0.011471688
0.0024773,-0.003251099
0.0024787,0.005192847
0.0024800,0.008712601
0.0024813,0.012191295
0.0024827,0.021524133
0.0024840,0.026368908
0.0024853,0.026378154
0.0024867,0.026476756
0.0024880,0.025734278
0.0024893,0.027373113
0.0024907,0.026218331
0.0024920,0.025474011
0.0024933,0.020441925
0.0024947,0.014475169
0.0024960,0.011816324
0.0024973,0.002543396
0.0024987,-0.004409148
0.0025000,-0.019860229
0.0025013,-0.032508826
0.0025027,-0.038238281
0.0025040,-0.040356226
0.0025053,-0.042946045
0.0025067,-0.049065331
0.0025080,-0.052653108
0.0025093,-0.051760723
0.0025107,-0.054110157
0.0025120,-0.056390779
0.0025133,-0.053025413
0.0025147,-0.043422091
0.0025160,-0.033705817
0.0025173,-0.028593008
0.0025187,-0.021278483
0.0025200,-0.007465019
0.0025213,0.002454578
0.0025227,0.011423971
0.0025240,0.023554938
0.0025253,0.034423956
0.0025267,0.044946151
0.0025280,0.052770961
0.0025293,0.059252502
0.0025307,0.06342451
0.0025320,0.063729375
0.0025333,0.060664175
0.0025347,0.05491227
0.0025360,0.049043375
0.0025373,0.042567207
0.0025387,0.028148181
0.0025400,0.01908945
0.0025413,0.004874342
0.0025427,-0.0089569
0.0025440,-0.024506225
0.0025453,-0.036849128
0.0025467,-0.046814189
0.0025480,-0.056840889
0.0025493,-0.068264322
0.0025507,-0.072742606
0.0025520,-0.071621803
0.0025533,-0.069835264
0.0025547,-0.061583454
0.0025560,-0.049469978
0.0025573,-0.032256971
0.0025587,-0.013191134
0.0025600,0.00646673
0.0025613,0.028239236
0.0025627,0.053820464
0.0025640,0.081021489
0.0025653,0.105891124
0.0025667,0.13037545
0.0025680,0.149084225
0.0025693,0.160281579
0.0025707,0.167976777
0.0025720,0.164392754
0.0025733,0.151258141
0.0025747,0.127162141
0.0025760,0.097786335
0.0025773,0.062559042
0.0025787,0.019456156
0.0025800,-0.02857772
0.0025813,-0.083772346
0.0025827,-0.142689473
0.0025840,-0.19427024
0.0025853,-0.238338183
0.0025867,-0.278573042
0.0025880,-0.313946986
0.0025893,-0.344470635
0.0025907,-0.362494323
0.0025920,-0.372787087
0.0025933,-0.375177064
0.0025947,-0.356869169
0.0025960,-0.323831886
0.0025973,-0.279271428
0.0025987,-0.224868866
0.0026000,-0.161748151
0.0026013,-0.089074458
0.0026027,-0.017043356
0.0026040,0.05699377
0.0026053,0.127590806
0.0026067,0.198381879
0.0026080,0.262761613
0.0026093,0.318763091
0.0026107,0.362902639
0.0026120,0.39289173
0.0026133,0.414471938
0.0026147,0.423831596
0.0026160,0.418218676
0.0026173,0.397415793
0.0026187,0.365990712
0.0026200,0.325983215
0.0026213,0.276185621
0.0026227,0.218499109
0.0026240,0.155351958
0.0026253,0.090122631
0.0026267,0.021469912
0.0026280,-0.046248251
0.0026293,-0.101633616
0.0026307,-0.157222106
0.0026320,-0.196205604
0.0026333,-0.230020443
0.0026347,-0.252402627
0.0026360,-0.263626502
0.0026373,-0.267828277
0.0026387,-0.260692428
0.0026400,-0.246998821
0.0026413,-0.224872361
0.0026427,-0.191130573
0.0026440,-0.153882334
0.0026453,-0.11621211
0.0026467,-0.067924601
0.0026480,-0.030792665
0.0026493,-0.001994197
0.0026507,0.024169329
0.0026520,0.0489971
0.0026533,0.075781233
0.0026547,0.093353341
0.0026560,0.103658983
0.0026573,0.102894359
0.0026587,0.099829974
0.0026600,0.092707879
0.0026613,0.083784961
0.0026627,0.066395481
0.0026640,0.047740445
0.0026653,0.031639481
0.0026667,0.010049266
0.0026680,-0.006606461
0.0026693,-0.028521675
0.0026707,-0.043305118
0.0026720,-0.057130942
0.0026733,-0.067598934
0.0026747,-0.073784971
0.0026760,-0.080395123
0.0026773,-0.075617067
0.0026787,-0.071471207
0.0026800,-0.067389768
0.0026813,-0.059016315
0.0026827,-0.05070035
0.0026840,-0.040492082
0.0026853,-0.028003529
0.0026867,-0.021226319
0.0026880,-0.009492549
0.0026893,0.002121293
0.0026907,0.008061887
0.0026920,0.018292796
0.0026933,0.023720525
0.0026947,0.03017493
0.0026960,0.038899555
0.0026973,0.039595312
0.0026987,0.039980522
0.0027000,0.034363546
0.0027013,0.032487506
0.0027027,0.028170111
0.0027040,0.017762291
0.0027053,0.011619176
0.0027067,0.006980262
0.0027080,0.001534768
0.0027093,-0.00430366
0.0027107,-0.00703766
0.0027120,-0.01432288
0.0027133,-0.019070275
0.0027147,-0.017464844
0.0027160,-0.020349347
0.0027173,-0.022366934
0.0027187,-0.023446191
0.0027200,-0.027574254
0.0027213,-0.026110189
0.0027227,-0.022783361
0.0027240,-0.019613962
0.0027253,-0.01659573
0.0027267,-0.016553278
0.0027280,-0.008792369
0.0027293,-0.007605259
0.0027307,-0.003568894
0.0027320,0.003872121
0.0027333,0.009963425
0.0027347,0.012198528
0.0027360,0.016165977
0.0027373,0.021381845
0.0027387,0.018639051
0.0027400,0.020337166
0.0027413,0.017428046
0.0027427,0.014025911
0.0027440,0.011925154
0.0027453,0.010097717
0.0027467,0.002175357
0.0027480,-0.001078089
0.0027493,-0.003037458
0.0027507,-0.004427441
0.0027520,-0.007491939
0.0027533,-0.011821482
0.0027547,-0.013523258
0.0027560,-0.015241999
0.0027573,-0.011874849
0.0027587,-0.015091061
0.0027600,-0.018187459
0.0027613,-0.018381998
0.0027627,-0.018725752
0.0027640,-0.012515797
0.0027653,-0.011566366
0.0027667,-0.014622014
0.0027680,-0.009423114
0.0027693,-0.009800606
0.0027707,-0.010961991
0.0027720,-0.007308409
0.0027733,-0.004269983
0.0027747,-0.004917611
0.0027760,-0.000566214
0.0027773,0.002700338
0.0027787,0.004656799
0.0027800,0.007699448
0.0027813,0.004438642
0.0027827,0.001809408
0.0027840,-0.000525496
0.0027853,-0.004676983
0.0027867,-0.000311686
0.0027880,-0.001648923
0.0027893,-0.003242738
0.0027907,-0.00121466
0.0027920,-0.003943353
0.0027933,-0.002964245
0.0027947,-5.09E-05
0.0027960,-0.00181294
0.0027973,-0.004404858
0.0027987,-0.007885932
0.0028000,-0.009754509
0.0028013,-0.008143073
0.0028027,-0.010300879
0.0028040,-0.011306893
0.0028053,-0.01652407
0.0028067,-0.010853795
0.0028080,-0.009657834
0.0028093,-0.01169305
0.0028107,-0.010766851
0.0028120,-0.012769694
0.0028133,-0.008524773
0.0028147,-0.005316365
0.0028160,-0.003610624
0.0028173,-0.001899663
0.0028187,0.00335315
0.0028200,0.003211801
0.0028213,-0.000207765
0.0028227,-0.003779659
0.0028240,-0.000684609
0.0028253,0.00285713
0.0028267,8.57E-06
0.0028280,-0.002034304
0.0028293,-0.001659949
0.0028307,-0.00029852
0.0028320,0.000431254
0.0028333,-0.003603607
0.0028347,-0.006010088
0.0028360,-0.004779835
0.0028373,-0.006292396
0.0028387,-0.006462202
0.0028400,-0.004443277
0.0028413,-0.008711242
0.0028427,-0.010588308
0.0028440,-0.004477016
0.0028453,-0.00291696
0.0028467,-0.008603853
0.0028480,-0.007411263
0.0028493,-0.007542118
0.0028507,-0.002884285
0.0028520,-0.002809933
0.0028533,-0.005328094
0.0028547,-0.002419209
0.0028560,0.000358595
0.0028573,0.000612685
0.0028587,-0.001261478
0.0028600,-0.006119833
0.0028613,-0.010844898
0.0028627,-0.00737711
0.0028640,-0.002775765
0.0028653,-0.002024936
0.0028667,-0.007028455
0.0028680,-0.005056324
0.0028693,-0.004785043
0.0028707,-0.000964376
0.0028720,-0.000708108
0.0028733,-0.006099375
0.0028747,-0.006788784
0.0028760,-0.006040127
0.0028773,-0.003397105
0.0028787,-0.003335146
0.0028800,-0.00430992
0.0028813,-0.008961214
0.0028827,-0.007264305
0.0028840,-0.007133159
0.0028853,-0.009432491
0.0028867,-0.00315771
0.0028880,-0.003041402
0.0028893,-0.002874495
0.0028907,0.000839015
0.0028920,-0.001422733
0.0028933,-0.004229374
0.0028947,-0.002860263
0.0028960,0.000260277
0.0028973,0.001049974
0.0028987,-0.003020141
0.0029000,-0.004466816
0.0029013,-0.002713297
0.0029027,-0.006318918
0.0029040,-0.004492402
0.0029053,-0.004621863
0.0029067,-0.005806469
0.0029080,-0.007550499
0.0029093,-0.0062353
0.0029107,-0.00524314
0.0029120,-0.008052597
0.0029133,-0.012448109
0.0029147,-0.014216471
0.0029160,-0.011196902
0.0029173,-0.00913706
0.0029187,-0.008250545
0.0029200,-0.006071284
0.0029213,-0.005972327
0.0029227,-0.010240598
0.0029240,-0.004056378
0.0029253,-0.005460783
0.0029267,-0.004259318
0.0029280,-0.005233164
0.0029293,-0.004518579
0.0029307,0.00082817
0.0029320,0.001475022
0.0029333,-0.001243073
0.0029347,-7.06E-05
0.0029360,-0.002357094
0.0029373,-0.002313442
0.0029387,-0.002717346
